id,paragraphs
118,from their great citadel  storm’s end  the storm kings of house durrandon had once ruled the eastern half of westeros  from cape wrath to the bay of crabs  but their powers had been dwindling for centuries. the kings of the reach had nibbled at their domains from the west  the dornishmen harassed them from the south  and harren the black and his ironmen had pushed them from the trident and the lands north of the blackwater rush. king argilac  last of the durrandon  had arrested this decline for a time  turning back a dornish invasion whilst still a boy  crossing the narrow sea to join the great alliance against the imperialist “tigers” of volantis  and slaying garse vii gardener  king of the reach  in the battle of summerfield twenty years later. but argilac had grown older  his famous mane of black hair had gone grey  and his prowess at arms had faded.
119,north of the blackwater  the riverlands were ruled by the bloody hand of harren the black of house hoare  king of the isles and the rivers. harren’s ironborn grandsire  harwyn hardhand  had taken the trident from argilac’s grandsire  arrec  whose own forebears had thrown down the last of the river kings centuries earlier. harren’s father had extended his domains east to duskendale and rosby. harren himself had devoted most of his long reign  close on forty years  to building a gigantic castle beside the gods eye  but with harrenhal at last nearing completion  the ironborn would soon be free to seek fresh conquests.
120,no king in westeros was more feared than black harren  whose cruelty had become legendary all through the seven kingdoms. and no king in westeros felt more threatened than argilac the storm king  last of the durrandon  an aging warrior whose only heir was his maiden daughter. thus it was that king argilac reached out to the targaryens on dragonstone  offering lord aegon his daughter in marriage  with all the lands east of the gods eye from the trident to the blackwater rush as her dowry.
121,aegon targaryen spurned the storm king’s proposal. he had two wives  he pointed out  he did not need a third. and the dower lands being offered had belonged to harrenhal for more than a generation. they were not argilac’s to give. plainly  the aging storm king meant to establish the targaryens along the blackwater as a buffer between his own lands and those of harren the black.
122,the lord of dragonstone countered with an offer of his own. he
124,would take the dower lands being offered if argilac would also cede massey’s hook and the woods and plains from the blackwater south to the river wendwater and the headwaters of the mander. the pact would be sealed by the marriage of argilac’s daughter to orys baratheon  lord aegon’s childhood friend and champion.
125,these terms argilac the arrogant rejected angrily. orys baratheon was a baseborn half brother to lord aegon  it was whispered  and the storm king would not dishonor his daughter by giving her hand to a bastard. the very suggestion enraged him. argilac had the hands of aegon’s envoy cut off and returned to him in a box. “these are the only hands your bastard shall have of me ” he wrote.
126,aegon made no reply. instead he summoned his friends  bannermen  and principal allies to attend him on dragonstone. their numbers were small. the velaryons of driftmark were sworn to house targaryen  as were the celtigars of claw isle. from massey’s hook came lord bar emmon of sharp point and lord massey of stonedance  both sworn to storm’s end  but with closer ties to dragonstone. lord aegon and his sisters took counsel with them  and visited the castle sept to pray to the seven of westeros as well  though he had never before been accounted a pious man.
127,on the seventh day  a cloud of ravens burst from the towers of dragonstone to bring lord aegon’s word to the seven kingdoms of westeros. to the seven kings they flew  to the citadel of oldtown  to lords both great and small. all carried the same message  from this day forth there would be but one king in westeros. those who bent the knee to aegon of house targaryen would keep their lands and titles. those who took up arms against him would be thrown down  humbled  and destroyed.
128,accounts differ on how many swords set sail from dragonstone with aegon and his sisters. some say three thousand  others number them only in the hundreds. this modest targaryen host put ashore at the mouth of the blackwater rush  on the northern bank where three wooded hills rose above a small fishing village.
129,in the days of the hundred kingdoms  many petty kings had claimed dominion over the river mouth  amongst them the darklyn kings of duskendale  the masseys of stonedance  and the river kings of old  be they mudds  fishers  brackens  blackwoods  or hooks. towers and forts had crowned the three hills at various times  only to be thrown
131,down in one war or another. now only broken stones and overgrown ruins remained to welcome the targaryens. though claimed by both storm’s end and harrenhal  the river mouth was undefended  and the closest castles were held by lesser lords of no great power or military prowess  and lords moreover who had little reason to love their nominal overlord  harren the black.
132,aegon targaryen quickly threw up a log and earth palisade around the highest of the three hills  and dispatched his sisters to secure the submission of the nearest castles. rosby yielded to rhaenys and golden eyed meraxes without a fight. at stokeworth a few crossbowmen loosed bolts at visenya  until vhagar’s flames set the roofs of the castle keep ablaze. then they too submitted.
133,the conquerors’ first true test came from lord darklyn of duskendale and lord mooton of maidenpool  who joined their power and marched south with three thousand men to drive the invaders back into the sea. aegon sent orys baratheon out to attack them on the march  whilst he descended on them from above with the black dread. both lords were slain in the one sided battle that followed  darklyn’s son and mooton’s brother thereafter yielded up their castles and swore their swords to house targaryen. at that time duskendale was the principal westerosi port on the narrow sea  and had grown fat and wealthy from the trade that passed through its harbor. visenya targaryen did not allow the town to be sacked  but she did not hesitate to claim its riches  greatly swelling the coffers of the conquerors.
134,this perhaps would be an apt place to discuss the differing characters of aegon targaryen and his sisters and queens.
135,visenya  eldest of the three siblings  was as much a warrior as aegon himself  as comfortable in ringmail as in silk. she carried the valyrian longsword dark sister  and was skilled in its use  having trained beside her brother since childhood. though possessed of the silver gold hair and purple eyes of valyria  hers was a harsh  austere beauty. even those who loved her best found visenya stern  serious  and unforgiving  some said that she played with poisons and dabbled in dark sorceries.
136,rhaenys  youngest of the three targaryens  was all her sister was not  playful  curious  impulsive  given to flights of fancy. no true warrior  rhaenys loved music  dancing  and poetry  and supported many a singer  mummer  and puppeteer. yet it was said that rhaenys
138,spent more time on dragonback than her brother and sister combined  for above all things she loved to fly. she once was heard to say that before she died she meant to fly meraxes across the sunset sea to see what lay upon its western shores. whilst no one ever questioned visenya’s fidelity to her brother husband  rhaenys surrounded herself with comely young men  and  it was whispered  even entertained some in her bedchambers on the nights when aegon was with her elder sister. yet despite these rumors  observers at court could not fail to note that the king spent ten nights with rhaenys for every night with visenya.
139,aegon targaryen himself  strangely  was as much an enigma to his contemporaries as to us. armed with the valyrian steel blade blackfyre  he was counted amongst the greatest warriors of his age  yet he took no pleasure in feats of arms  and never rode in tourney or melee. his mount was balerion the black dread  but he flew only to battle or to travel swiftly across land and sea. his commanding presence drew men to his banners  yet he had no close friends  save orys baratheon  the companion of his youth. women were drawn to him  but aegon remained ever faithful to his sisters. as king  he put great trust in his small council and his sisters  leaving much of the day  to day governance of the realm to them…yet did not hesitate to take command when he found it necessary. though he dealt harshly with rebels and traitors  he was open handed with former foes who bent the knee.
140,this he showed for the first time at the aegonfort  the crude wood  and earth castle he had raised atop what would henceforth and forever be known as aegon’s high hill. having taken a dozen castles and secured the mouth of the blackwater rush on both sides of the river  he commanded the lords he had defeated to attend him. there they laid their swords at his feet  and aegon raised them up and confirmed them in their lands and titles. to his oldest supporters he gave new honors. daemon velaryon  lord of the tides  was made master of ships  in command of the royal fleet. triston massey  lord of stonedance  was named master of laws  crispian celtigar master of coin. and orys baratheon he proclaimed to be “my shield  my stalwart  my strong right hand.” thus baratheon is reckoned by the maesters the first king’s hand.
141,heraldic banners had long been a tradition amongst the lords of westeros  but such had never been used by the dragonlords of old
143,valyria. when aegon’s knights unfurled his great silken battle standard  with a red three headed dragon breathing fire upon a black field  the lords took it for a sign that he was now truly one of them  a worthy high king for westeros. when queen visenya placed a valyrian steel circlet  studded with rubies  on her brother’s head and queen rhaenys hailed him as  “aegon  first of his name  king of all westeros  and shield of his people ” the dragons roared and the lords and knights sent up a cheer…but the smallfolk  the fishermen and fieldhands and goodwives  shouted loudest of all.
144,the seven kings that aegon the dragon meant to uncrown were not cheering  however. in harrenhal and storm’s end  harren the black and argilac the arrogant had already called their banners. in the west  king mern of the reach rode the ocean road north to casterly rock to meet with king loren of house lannister. the princess of dorne dispatched a raven to dragonstone  offering to join aegon against argilac the storm king…but as an equal and ally  not a subject. another offer of alliance came from the boy king of the eyrie  ronnel arryn  whose mother asked for all the lands east of the green fork of the trident for the vale’s support against black harren. even in the north  king torrhen stark of winterfell sat with his lords bannermen and counselors late into the night  discussing what was to be done about this would be conqueror. the whole realm waited anxiously to see where aegon would move next.
148,within days of his coronation  aegon’s armies were on the march again. the greater part of his host crossed the blackwater rush  making south for storm’s end under the command of orys baratheon. queen rhaenys accompanied him  astride meraxes of the golden eyes and silver scales. the targaryen fleet  under daemon velaryon  left blackwater bay and turned north  for gulltown and the vale. with
150,them went queen visenya and vhagar. the king himself marched northwest  to the gods eye and harrenhal  the gargantuan fortress that was the pride and obsession of king harren the black.
151,all three of the targaryen thrusts faced fierce opposition. lords errol  fell  and buckler  bannermen to storm’s end  surprised the advance elements of orys baratheon’s host as they were crossing the wendwater  cutting down more than a thousand men before fading back into the trees. a hastily assembled arryn fleet  augmented by a dozen braavosi warships  met and defeated the targaryen fleet in the waters off gulltown. amongst the dead was aegon’s admiral  daemon velaryon. aegon himself was attacked on the south shore of the gods eye  not once but twice. the battle of the reeds was a targaryen victory  but they suffered heavy losses at the wailing willows when two of king harren’s sons crossed the lake in longboats with muffled oars and fell upon their rear.
152,in the end  though  aegon’s enemies had no answer for his dragons. the men of the vale sank a third of the targaryen ships and captured near as many  but when queen visenya descended upon them from the sky  their own ships burned. lords errol  fell  and buckler hid in their familiar forests until queen rhaenys unleashed meraxes and a wall of fire swept through the woods  turning the trees to torches. and the victors at the wailing willows  returning across the lake to harrenhal  were ill prepared when balerion fell upon them out of the morning sky. harren’s longboats burned. so did harren’s sons.
153,aegon’s foes also found themselves plagued by other enemies. as argilac the arrogant gathered his swords at storm’s end  pirates from the stepstones descended on the shores of cape wrath to take advantage of their absence  and dornish raiding parties came boiling out of the red mountains to sweep across the marches. in the vale  young king ronnel had to contend with a rebellion on the three sisters  when the sistermen renounced all allegiance to the eyrie and proclaimed lady marla sunderland their queen.
154,yet these were but minor vexations compared to what befell harren the black. though house hoare had ruled the riverlands for three generations  the men of the trident had no love for their ironborn overlords. harren the black had driven thousands to their deaths in the building of his great castle of harrenhal  plundering the riverlands for materials  and beggaring lords and smallfolk alike with his appetite
156,for gold. so now the riverlands rose against him  led by lord edmyn tully of riverrun. summoned to the defense of harrenhal  tully declared for house targaryen instead  raised the dragon banner over his castle  and rode forth with his knights and archers to join his strength to aegon’s. his defiance gave heart to the other riverlords. one by one  the lords of the trident renounced harren and declared for aegon the dragon. blackwoods  mallisters  vances  brackens  pipers  freys  strongs…summoning their levies  they descended on harrenhal.
157,suddenly outnumbered  king harren the black took refuge in his supposedly impregnable stronghold. the largest castle ever raised in westeros  harrenhal boasted five gargantuan towers  an inexhaustible source of fresh water  huge subterranean vaults well stocked with provisions  and massive walls of black stone higher than any ladder and too thick to be broken by any ram or shattered by a trebuchet. harren barred his gates and settled down with his remaining sons and supporters to withstand a siege.
158,aegon of dragonstone was of a different mind. once he had joined his power with that of edmyn tully and the other riverlords to ring the castle  he sent a maester to the gates under a peace banner  to parley. harren emerged to meet him  an old man and grey  yet still fierce in his black armor. each king had his banner bearer and his maester in attendance  so the words that they exchanged are still remembered.
159,“yield now ” aegon began  “and you may remain as lord of the iron islands. yield now  and your sons will live to rule after you. i have eight thousand men outside your walls.”
160,“what is outside my walls is of no concern to me ” said harren. “those walls are strong and thick.”
161,“but not so high as to keep out dragons. dragons fly.” “i built in stone ” said harren. “stone does not burn.”
162,to which aegon said  “when the sun sets  your line shall end.”
163,it is said that harren spat at that and returned to his castle. once inside  he sent every man of his to the parapets  armed with spears and bows and crossbows  promising lands and riches to whichever of them could bring the dragon down. “had i a daughter  the dragonslayer could claim her hand as well ” harren the black proclaimed. “instead i will give him one of tully’s daughters  or all three if he likes. or he may
165,pick one of blackwood’s whelps  or strong’s  or any girl born of these traitors of the trident  these lords of yellow mud.” then harren the black retired to his tower  surrounded by his household guard  to sup with his remaining sons.
166,as the last light of the sun faded  black harren’s men stared into the gathering darkness  clutching their spears and crossbows. when no dragon appeared  some may have thought that aegon’s threats had been hollow. but aegon targaryen took balerion up high  through the clouds  up and up until the dragon was no bigger than a fly upon the moon. only then did he descend  well inside the castle walls. on wings as black as pitch balerion plunged through the night  and when the great towers of harrenhal appeared beneath him  the dragon roared his fury and bathed them in black fire  shot through with swirls of red.
167,stone does not burn  harren had boasted  but his castle was not made of stone alone. wood and wool  hemp and straw  bread and salted beef and grain  all took fire. nor were harren’s ironmen made of stone. smoking  screaming  shrouded in flames  they ran across the yards and tumbled from the wallwalks to die upon the ground below. and even stone will crack and melt if a fire is hot enough. the riverlords outside the castle walls said later that the towers of harrenhal glowed red against the night  like five great candles…and like candles  they began to twist and melt as runnels of molten stone ran down their sides.
168,harren and his last sons died in the fires that engulfed his monstrous fortress that night. house hoare died with him  and so too did the iron islands’ hold on the riverlands. the next day  outside the smoking ruins of harrenhal  king aegon accepted an oath of fealty from edmyn tully  lord of riverrun  and named him lord paramount of the trident. the other riverlords did homage as well  to aegon as king and to edmyn tully as their liege lord. when the ashes had cooled enough to allow men to enter the castle safely  the swords of the fallen  many shattered or melted or twisted into ribbons of steel by dragonfire  were gathered up and sent back to the aegonfort in wagons.
169,south and east  the storm king’s bannermen proved considerably more loyal than king harren’s. argilac the arrogant gathered a great host about him at storm’s end. the seat of the durrandons was a mighty fastness  its great curtain wall even thicker than the walls of
171,harrenhal. it too was thought to be impregnable to assault. word of king harren’s end soon reached the ears of his old enemy king argilac  however. lords fell and buckler  falling back before the approaching host  lord errol had been killed   had sent him word of queen rhaenys and her dragon. the old warrior king roared that he did not intend to die as harren had  cooked inside his own castle like a suckling pig with an apple in his mouth. no stranger to battle  he would decide his own fate  sword in hand. so argilac the arrogant rode forth from storm’s end one last time  to meet his foes in the open field.
172,the storm king’s approach was no surprise to orys baratheon and his men  queen rhaenys  flying meraxes  had witnessed argilac’s departure from storm’s end and was able to give the hand a full accounting of the enemy’s numbers and dispositions. orys took up a strong position on the hills south of bronzegate  and dug in there on the high ground to await the coming of the stormlanders.
173,as the armies came together  the stormlands proved true to their name. a steady rain began to fall that morning  and by midday it had turned into a howling gale. king argilac’s lords bannermen urged him to delay his attack until the next day  in hopes the rain would pass  but the storm king outnumbered the conquerors almost two to one  and had almost four times as many knights and heavy horses. the sight of the targaryen banners flapping sodden above his own hills enraged him  and the battle seasoned old warrior did not fail to note that the rain was blowing from the south  into the faces of the targaryen men on their hills. so argilac the arrogant gave the command to attack  and the battle known to history as the last storm began.
174,the fighting lasted well into the night  a bloody business and far less one sided than aegon’s conquest of harrenhal. thrice argilac the arrogant led his knights against the baratheon positions  but the slopes were steep and the rains had turned the ground soft and muddy  so the warhorses struggled and foundered  and the charges lost all cohesion and momentum. the stormlanders fared better when they sent their spearmen up the hills on foot. blinded by the rain  the invaders did not see them climbing until it was too late  and the wet bowstrings of the archers made their bows useless. one hill fell  and then another  and the fourth and final charge of the storm king and his knights broke through the baratheon center…only to come upon queen rhaenys and meraxes. even on the ground  the dragon proved formidable.  dickon  morrigen  and  the  bastard  of  blackhaven 
176,commanding the vanguard  were engulfed in dragonflame  along with the knights of king argilac’s personal guard. the warhorses panicked and fled in terror  crashing into riders behind them  and turning the charge into chaos. the storm king himself was thrown from his saddle.
177,yet still argilac continued to battle. when orys baratheon came down the muddy hill with his own men  he found the old king holding off half a dozen men  with as many corpses at his feet. “stand aside ” baratheon commanded. he dismounted  so as to meet the king on equal footing  and offered the storm king one last chance to yield. argilac cursed him instead. and so they fought  the old warrior king with his streaming white hair and aegon’s fierce  black bearded hand. each man took a wound from the other  it was said  but in the end the last of the durrandon got his wish  and died with a sword in his hand and a curse on his lips. the death of their king took all heart out of the stormlanders  and as the word spread that argilac had fallen  his lords and knights threw down their swords and fled.
181,for a few days it was feared that storm’s end might suffer the same fate as harrenhal  for argilac’s daughter argella barred her gates at the approach of orys baratheon and the targaryen host  and declared herself the storm queen. rather than bend the knee  the defenders of storm’s end would die to the last man  she promised when queen rhaenys flew meraxes into the castle to parley. “you may take my
183,castle  but you will win only bones and blood and ashes ” she announced…but the soldiers of the garrison proved less eager to die. that night they raised a peace banner  threw open the castle gate  and delivered lady argella gagged  chained  and naked to the camp of orys baratheon.
184,it is said that baratheon unchained her with his own hands  wrapped his cloak around her  poured her wine  and spoke to her gently  telling her of her father’s courage and the manner of his death. and afterward  to honor the fallen king  he took the arms and words of the durrandon for his own. the crowned stag became his sigil  storm’s end became his seat  and lady argella his wife.
185,with both the riverlands and stormlands now under the control of aegon the dragon and his allies  the remaining kings of westeros saw plainly that their own turns were coming. at winterfell  king torrhen called his banners  given the vast distances in the north  he knew that assembling an army would take time. queen sharra of the vale  regent for her son ronnel  took refuge in the eyrie  looked to her defenses  and sent an army to the bloody gate  gateway to the vale of arryn. in her youth queen sharra had been lauded as “the flower of the mountain ” the fairest maid in all the seven kingdoms. perhaps hoping to sway aegon with her beauty  she sent him a portrait and offered herself to him in marriage  provided he named her son ronnel as his heir. though the portrait did finally reach him  it is not known whether aegon targaryen ever replied to her proposal  he had two queens already  and sharra arryn was by then a faded flower  ten years his elder.
186,meanwhile  the two great western kings had made common cause and assembled their own armies  intent on putting an end to aegon for good and all. from highgarden marched mern ix of house gardener  king of the reach  with a mighty host. beneath the walls of castle goldengrove  seat of house rowan  he met loren i lannister  king of the rock  leading his own host down from the westerlands. together the two kings commanded the mightiest host ever seen in westeros  an army fifty five thousand strong  including some six hundred lords great and small and more than five thousand mounted knights. “our iron fist ” boasted king mern. his four sons rode beside him  and both of his young grandsons attended him as squires.
187,the two kings did not linger long at goldengrove  a host of such
189,size must remain on the march  lest it eat the surrounding countryside bare. the allies set out at once  marching north by northeast through tall grasses and golden fields of wheat.
190,advised of their coming in his camp beside the gods eye  aegon gathered his own strength and advanced to meet these new foes. he commanded only a fifth as many men as the two kings  and much of his strength was made up of men sworn to the riverlords  whose loyalty to house targaryen was of recent vintage  and untested. with the smaller host  however  aegon was able to move much more quickly than his foes. at the town of stoney sept  both his queens joined him with their dragons—rhaenys from storm’s end and visenya from crackclaw point  where she had accepted many fervent pledges of fealty from the local lords. together the three targaryens watched from the sky as aegon’s army crossed the headwaters of the blackwater rush and raced south.
191,the two armies came together amongst the wide  open plains south of the blackwater  near to where the goldroad would run one day. the two kings rejoiced when their scouts returned to them and reported targaryen numbers and dispositions. they had five men for every one of aegon’s  it seemed  and the disparity in lords and knights was even greater. and the land was wide and open  all grass and wheat as far as the eye could see  ideal for heavy horse. aegon targaryen would not command the high ground  as orys baratheon had at the last storm  the ground was firm  not muddy. nor would they be troubled by rain. the day was cloudless  though windy. there had been no rain for more than a fortnight.
192,king mern had brought half again as many men to the battle as king loren  and so demanded the honor of commanding the center. his son and heir  edmund  was given the vanguard. king loren and his knights would form the right  lord oakheart the left. with no natural barriers to anchor the targaryen line  the two kings meant to sweep around aegon on both flanks  then take him in the rear  whilst their “iron fist ” a great wedge of armored knights and high lords  smashed through aegon’s center.
193,aegon targaryen drew his own men up in a rough crescent bristling with spears and pikes  with archers and crossbowmen just behind and light cavalry on either flank. he gave command of his host to jon mooton  lord of maidenpool  one of the first foes to come over to his
195,cause. the king himself intended to do his fighting from the sky  beside his queens. aegon had noted the absence of rain as well  the grass and wheat that surrounded the armies was tall and ripe for harvest…and very dry.
196,the targaryens waited until the two kings sounded their trumpets and started forward beneath a sea of banners. king mern himself led the charge against the center on his golden stallion  his son gawen beside him with his banner  a great green hand upon a field of white. roaring and screaming  urged on by horns and drums  the gardeners and lannisters charged through a storm of arrows down unto their foes  sweeping aside the targaryen spearmen  shattering their ranks. but by then aegon and his sisters were in the air.
197,aegon flew above the ranks of his foes upon balerion  through a storm of spears and stones and arrows  swooping down repeatedly to bathe his foes in flame. rhaenys and visenya set fires upwind of the enemy and behind them. the dry grasses and stands of wheat went up at once. the wind fanned the flames and blew the smoke into the faces of the advancing ranks of the two kings. the scent of fire sent their mounts into panic  and as the smoke thickened  horse and rider alike were blinded. their ranks began to break as walls of fire rose on every side of them. lord mooton’s men  safely upwind of the conflagration  waited with their bows and spears  and made short work of the burned and burning men who came staggering from the inferno.
198,the field of fire  the battle was named afterward.
199,more than four thousand men died in the flames. another thousand perished by sword and spear and arrow. tens of thousands suffered burns  some so bad that they would remain scarred for life. king mern ix was amongst the dead  together with his sons  grandsons  brothers  cousins  and other kin. one nephew survived for three days. when he died of his burns  house gardener died with him. king loren of the rock lived  riding through a wall of flame and smoke to safety when he saw the battle lost.
200,the targaryens lost fewer than a hundred men. queen visenya took an arrow in one shoulder  but soon recovered. as the dragons gorged themselves on the dead  aegon commanded that the swords of the slain be gathered up and sent downriver.
201,loren lannister was captured the next day. the king of the rock
203,laid his sword and crown at aegon’s feet  bent the knee  and did him homage. and aegon  true to his promises  lifted his beaten foe back to his feet and confirmed him in his lands and lordship  naming him lord of casterly rock and warden of the west. lord loren’s bannermen followed his example  and so too did many lords of the reach  those who had survived the dragonfire.
204,yet the conquest of the west remained incomplete  so king aegon parted from his sisters and marched at once for highgarden  hoping to secure its surrender before some other claimant could seize it for his own. he found the castle in the hands of its steward  harlan tyrell  whose forebears had served the gardeners for centuries. tyrell yielded up the keys to the castle without a fight and pledged his support to the conquering king. in reward aegon granted him highgarden and all its domains  naming him warden of the south and lord paramount of the mander  and giving him dominion over all house gardener’s former vassals.
205,it was king aegon’s intent to continue his march south and enforce the submission of oldtown  the arbor  and dorne  but whilst at highgarden word of a new challenge came to his ears. torrhen stark  king in the north  had crossed the neck and entered the riverlands  leading an army of savage northmen thirty thousand strong. aegon at once started north to meet him  racing ahead of his army on the wings of balerion  the black dread. he sent word to his two queens as well  and to all the lords and knights who had bent the knee to him after harrenhal and the field of fire.
206,when torrhen stark reached the banks of the trident  he found a host half again the size of his own awaiting him south of the river. riverlords  westermen  stormlanders  men of the reach…all had come. and above their camp balerion  meraxes  and vhagar prowled the sky in ever widening circles.
207,torrhen’s scouts had seen the ruins of harrenhal  where slow red fires still burned beneath the rubble. the king in the north had heard many accounts of the field of fire as well. he knew that the same fate might await him if he tried to force a crossing of the river. some of his lords bannermen urged him to attack all the same  insisting that northern valor would carry the day. others urged him to fall back to moat cailin and make his stand there on northern soil. the king’s bastard brother brandon snow offered to cross the trident alone
209,under cover of darkness  to slay the dragons whilst they slept.
210,king torrhen did send brandon snow across the trident. but he crossed with three maesters by his side  not to kill but to treat. all through the night messages went back and forth. the next morning  torrhen stark himself crossed the trident. there upon the south bank of the trident  he knelt  laid the ancient crown of the kings of winter at aegon’s feet  and swore to be his man. he rose as lord of winterfell and warden of the north  a king no more. from that day to this day  torrhen stark is remembered as the king who knelt…but no northman left his burned bones beside the trident  and the swords aegon collected from lord stark and his vassals were not twisted nor melted nor bent.
211,now aegon targaryen and his queens parted company. aegon turned south once again  marching toward oldtown  whilst his two sisters mounted their dragons—visenya for the vale of arryn and rhaenys for sunspear and the deserts of dorne.
212,sharra arryn had strengthened the defenses of gulltown  moved a strong host to the bloody gate  and tripled the size of the garrisons in stone  snow  and sky  the waycastles that guarded the approach to the eyrie. all these defenses proved useless against visenya targaryen  who rode vhagar’s leathery wings above them all and landed in the eyrie’s inner courtyard. when the regent of the vale rushed out to confront her  with a dozen guards at her back  she found visenya with ronnel arryn seated on her knee  staring at the dragon  wonder  struck. “mother  can i go flying with the lady ” the boy king asked. no threats were spoken  no angry words exchanged. the two queens smiled at one another and exchanged courtesies instead. then lady sharra sent for the three crowns  her own regent’s coronet  her son’s small crown  and the falcon crown of mountain and vale that the arryn kings had worn for a thousand years   and surrendered them to queen visenya  along with the swords of her garrison. and it was said afterward that the little king flew thrice about the summit of the giant’s lance  and landed to find himself a little lord. thus did visenya targaryen bring the vale of arryn into her brother’s realm.
213,rhaenys targaryen had no such easy conquest. a host of dornish spearmen guarded the prince’s pass  the gateway through the red mountains  but rhaenys did not engage them. she flew above the pass  above the red sands and the white  and descended upon vaith to
215,demand its submission  only to find the castle empty and abandoned. in the town beneath its walls  only women and children and old men remained. when asked where their lords had gone  they would only say  “away.” rhaenys followed the river downstream to godsgrace  seat of house allyrion  but it too was deserted. on she flew. where the greenblood met the sea  rhaenys came upon the planky town  where hundreds of poleboats  fishing skiffs  barges  houseboats  and hulks sat baking in the sun  joined together with ropes and chains and planks to make a floating city  yet only a few old women and small children appeared to peer up at her as meraxes circled overhead.
