id,paragraphs
157,suddenly outnumbered king harren black took refuge supposedly impregnable stronghold largest castle ever raised westeros harrenhal boasted five gargantuan tower inexhaustible source fresh water huge subterranean vault well stocked provision massive wall black stone higher ladder thick broken ram shattered trebuchet harren barred gate settled remaining son supporter withstand siege
158,aegon dragonstone different mind joined power edmyn tully riverlords ring castle sent maester gate peace banner parley harren emerged meet old man grey yet still fierce black armor king banner bearer maester attendance word exchanged still remembered
159,“ yield ” aegon began “ may remain lord iron island yield son live rule eight thousand men outside wall ”
160,“ outside wall concern ” said harren “ wall strong thick ”
161,“ high keep dragon dragon fly ” “ built stone ” said harren “ stone burn ”
162,aegon said “ sun set line shall end ”
163,said harren spat returned castle inside sent every man parapet armed spear bow crossbow promising land rich whichever could bring dragon “ daughter dragonslayer could claim hand well ” harren black proclaimed “ instead give one tully ’ daughter three like may
165,pick one blackwood ’ whelp strong ’ girl born traitor trident lord yellow mud ” harren black retired tower surrounded household guard sup remaining son
166,last light sun faded black harren ’ men stared gathering darkness clutching spear crossbow dragon appeared may thought aegon ’ threat hollow aegon targaryen took balerion high cloud dragon bigger fly upon moon descend well inside castle wall wing black pitch balerion plunged night great tower harrenhal appeared beneath dragon roared fury bathed black fire shot swirl red
167,stone burn harren boasted castle made stone alone wood wool hemp straw bread salted beef grain took fire harren ’ ironman made stone smoking screaming shrouded flame ran across yard tumbled wallwalks die upon ground even stone crack melt fire hot enough riverlords outside castle wall said later tower harrenhal glowed red night like five great candles…and like candle began twist melt runnel molten stone ran side
168,harren last son died fire engulfed monstrous fortress night house hoare died iron island ’ hold riverlands next day outside smoking ruin harrenhal king aegon accepted oath fealty edmyn tully lord riverrun named lord paramount trident riverlords homage well aegon king edmyn tully liege lord ash cooled enough allow men enter castle safely sword fallen many shattered melted twisted ribbon steel dragonfire gathered sent back aegonfort wagon
169,south east storm king ’ bannermen proved considerably loyal king harren ’ argilac arrogant gathered great host storm ’ end seat durrandons mighty fastness great curtain wall even thicker wall
171,harrenhal thought impregnable assault word king harren ’ end soon reached ear old enemy king argilac however lord fell buckler falling back approaching host lord errol killed sent word queen rhaenys dragon old warrior king roared intend die harren cooked inside castle like suckling pig apple mouth stranger battle would decide fate sword hand argilac arrogant rode forth storm ’ end one last time meet foe open field
172,storm king ’ approach surprise orys baratheon men queen rhaenys flying meraxes witnessed argilac ’ departure storm ’ end able give hand full accounting enemy ’ number disposition orys took strong position hill south bronzegate dug high ground await coming stormlanders
173,army came together stormlands proved true name steady rain began fall morning midday turned howling gale king argilac ’ lord bannermen urged delay attack next day hope rain would pas storm king outnumbered conqueror almost two one almost four time many knight heavy horse sight targaryen banner flapping sodden hill enraged battle seasoned old warrior fail note rain blowing south face targaryen men hill argilac arrogant gave command attack battle known history last storm began
174,fighting lasted well night bloody business far le one sided aegon ’ conquest harrenhal thrice argilac arrogant led knight baratheon position slope steep rain turned ground soft muddy warhorse struggled foundered charge lost cohesion momentum stormlanders fared better sent spearmen hill foot blinded rain invader see climbing late wet bowstring archer made bow useless one hill fell another fourth final charge storm king knight broke baratheon center…only come upon queen rhaenys meraxes even ground dragon proved formidable dickon morrigen bastard blackhaven
176,commanding vanguard engulfed dragonflame along knight king argilac ’ personal guard warhorse panicked fled terror crashing rider behind turning charge chaos storm king thrown saddle
177,yet still argilac continued battle orys baratheon came muddy hill men found old king holding half dozen men many corps foot “ stand aside ” baratheon commanded dismounted meet king equal footing offered storm king one last chance yield argilac cursed instead fought old warrior king streaming white hair aegon ’ fierce black bearded hand man took wound said end last durrandon got wish died sword hand curse lip death king took heart stormlanders word spread argilac fallen lord knight threw sword fled
181,day feared storm ’ end might suffer fate harrenhal argilac ’ daughter argella barred gate approach orys baratheon targaryen host declared storm queen rather bend knee defender storm ’ end would die last man promised queen rhaenys flew meraxes castle parley “ may take
183,castle win bone blood ash ” announced…but soldier garrison proved le eager die night raised peace banner threw open castle gate delivered lady argella gagged chained naked camp orys baratheon
184,said baratheon unchained hand wrapped cloak around poured wine spoke gently telling father ’ courage manner death afterward honor fallen king took arm word durrandon crowned stag became sigil storm ’ end became seat lady argella wife
185,riverlands stormlands control aegon dragon ally remaining king westeros saw plainly turn coming winterfell king torrhen called banner given vast distance north knew assembling army would take time queen sharra vale regent son ronnel took refuge eyrie looked defense sent army bloody gate gateway vale arryn youth queen sharra lauded “ flower mountain ” fairest maid seven kingdom perhaps hoping sway aegon beauty sent portrait offered marriage provided named son ronnel heir though portrait finally reach known whether aegon targaryen ever replied proposal two queen already sharra arryn faded flower ten year elder
186,meanwhile two great western king made common cause assembled army intent putting end aegon good highgarden marched mern ix house gardener king reach mighty host beneath wall castle goldengrove seat house rowan met loren lannister king rock leading host westerlands together two king commanded mightiest host ever seen westeros army fifty five thousand strong including six hundred lord great small five thousand mounted knight “ iron fist ” boasted king mern four son rode beside young grandson attended squire
187,two king linger long goldengrove host
189,size must remain march lest eat surrounding countryside bare ally set marching north northeast tall grass golden field wheat
190,advised coming camp beside god eye aegon gathered strength advanced meet new foe commanded fifth many men two king much strength made men sworn riverlords whose loyalty house targaryen recent vintage untested smaller host however aegon able move much quickly foe town stoney sept queen joined dragons—rhaenys storm ’ end visenya crackclaw point accepted many fervent pledge fealty local lord together three targaryens watched sky aegon ’ army crossed headwater blackwater rush raced south
191,two army came together amongst wide open plain south blackwater near goldroad would run one day two king rejoiced scout returned reported targaryen number disposition five men every one aegon ’ seemed disparity lord knight even greater land wide open grass wheat far eye could see ideal heavy horse aegon targaryen would command high ground orys baratheon last storm ground firm muddy would troubled rain day cloudless though windy rain fortnight
192,king mern brought half many men battle king loren demanded honor commanding center son heir edmund given vanguard king loren knight would form right lord oakheart left natural barrier anchor targaryen line two king meant sweep around aegon flank take rear whilst “ iron fist ” great wedge armored knight high lord smashed aegon ’ center
193,aegon targaryen drew men rough crescent bristling spear pike archer crossbowmen behind light cavalry either flank gave command host jon mooton lord maidenpool one first foe come
195,cause king intended fighting sky beside queen aegon noted absence rain well grass wheat surrounded army tall ripe harvest…and dry
196,targaryens waited two king sounded trumpet started forward beneath sea banner king mern led charge center golden stallion son gawen beside banner great green hand upon field white roaring screaming urged horn drum gardener lannisters charged storm arrow unto foe sweeping aside targaryen spearmen shattering rank aegon sister air
197,aegon flew rank foe upon balerion storm spear stone arrow swooping repeatedly bathe foe flame rhaenys visenya set fire upwind enemy behind dry grass stand wheat went wind fanned flame blew smoke face advancing rank two king scent fire sent mount panic smoke thickened horse rider alike blinded rank began break wall fire rose every side lord mooton ’ men safely upwind conflagration waited bow spear made short work burned burning men came staggering inferno
198,field fire battle named afterward
199,four thousand men died flame another thousand perished sword spear arrow ten thousand suffered burn bad would remain scarred life king mern ix amongst dead together son grandson brother cousin kin one nephew survived three day died burn house gardener died king loren rock lived riding wall flame smoke safety saw battle lost
200,targaryens lost fewer hundred men queen visenya took arrow one shoulder soon recovered dragon gorged dead aegon commanded sword slain gathered sent downriver
201,loren lannister captured next day king rock
203,laid sword crown aegon ’ foot bent knee homage aegon true promise lifted beaten foe back foot confirmed land lordship naming lord casterly rock warden west lord loren ’ bannermen followed example many lord reach survived dragonfire
204,yet conquest west remained incomplete king aegon parted sister marched highgarden hoping secure surrender claimant could seize found castle hand steward harlan tyrell whose forebear served gardener century tyrell yielded key castle without fight pledged support conquering king reward aegon granted highgarden domain naming warden south lord paramount mander giving dominion house gardener ’ former vassal
205,king aegon ’ intent continue march south enforce submission oldtown arbor dorne whilst highgarden word new challenge came ear torrhen stark king north crossed neck entered riverlands leading army savage northman thirty thousand strong aegon started north meet racing ahead army wing balerion black dread sent word two queen well lord knight bent knee harrenhal field fire
206,torrhen stark reached bank trident found host half size awaiting south river riverlords westermen stormlanders men reach…all come camp balerion meraxes vhagar prowled sky ever widening circle
207,torrhen ’ scout seen ruin harrenhal slow red fire still burned beneath rubble king north heard many account field fire well knew fate might await tried force crossing river lord bannermen urged attack insisting northern valor would carry day others urged fall back moat cailin make stand northern soil king ’ bastard brother brandon snow offered cross trident alone
209,cover darkness slay dragon whilst slept
210,king torrhen send brandon snow across trident crossed three maesters side kill treat night message went back forth next morning torrhen stark crossed trident upon south bank trident knelt laid ancient crown king winter aegon ’ foot swore man rose lord winterfell warden north king day day torrhen stark remembered king knelt…but northman left burned bone beside trident sword aegon collected lord stark vassal twisted melted bent
211,aegon targaryen queen parted company aegon turned south marching toward oldtown whilst two sister mounted dragons—visenya vale arryn rhaenys sunspear desert dorne
212,sharra arryn strengthened defense gulltown moved strong host bloody gate tripled size garrison stone snow sky waycastles guarded approach eyrie defense proved useless visenya targaryen rode vhagar ’ leathery wing landed eyrie ’ inner courtyard regent vale rushed confront dozen guard back found visenya ronnel arryn seated knee staring dragon wonder struck “ mother go flying lady ” boy king asked threat spoken angry word exchanged two queen smiled one another exchanged courtesy instead lady sharra sent three crown regent ’ coronet son ’ small crown falcon crown mountain vale arryn king worn thousand year surrendered queen visenya along sword garrison said afterward little king flew thrice summit giant ’ lance landed find little lord thus visenya targaryen bring vale arryn brother ’ realm
213,rhaenys targaryen easy conquest host dornish spearmen guarded prince ’ pas gateway red mountain rhaenys engage flew pas red sand white descended upon vaith
215,demand submission find castle empty abandoned town beneath wall woman child old men remained asked lord gone would say “ away ” rhaenys followed river downstream godsgrace seat house allyrion deserted flew greenblood met sea rhaenys came upon planky town hundred poleboats fishing skiff barge houseboat hulk sat baking sun joined together rope chain plank make floating city yet old woman small child appeared peer meraxes circled overhead
216,finally queen ’ flight took sunspear ancient seat house martell found princess dorne waiting abandoned castle meria martell eighty year age maesters tell u ruled dornishmen sixty year fat blind almost bald skin sallow sagging argilac arrogant named “ yellow toad dorne ” neither age blindness dulled wit
217,“ fight ” princess meria told rhaenys “ kneel dorne king tell brother ”
218,“ shall ” rhaenys replied “ come princess next time shall come fire blood ”
219,“ word ” said princess meria “ unbowed unbent unbroken may burn u lady…but bend u break u make u bow dorne wanted return peril ”
220,thus queen princess parted dorne remained unconquered
221,west aegon targaryen met warmer welcome greatest city westeros oldtown ringed massive wall ruled hightowers hightower oldest richest powerful noble house reach oldtown also center faith dwelt high septon father faithful voice new god earth commanded obedience million devout throughout realm save north old god still held sway blade faith militant fighting order smallfolk called star sword
225,yet aegon targaryen host approached oldtown found city gate open lord hightower waiting make submission happened word aegon ’ landing first reached oldtown high septon locked within starry sept seven day seven night seeking guidance god took nourishment bread water spent
227,waking hour prayer moving one altar next seventh day crone lifted golden lamp show path ahead oldtown took arm aegon dragon high holiness saw city would surely burn hightower citadel starry sept would cast destroyed
228,manfred hightower lord oldtown cautious lord godly one younger son served warrior ’ son another recently taken vow septon high septon told vision vouchsafed crone lord hightower determined would oppose conqueror force arm thus men oldtown burned field fire though hightowers bannermen gardener highgarden thus lord manfred rode forth greet aegon dragon approached offer sword city oath say lord hightower also offered hand youngest daughter aegon declined politely lest offend two queen
229,three day later starry sept high holiness anointed aegon seven oil placed crown upon head proclaimed aegon house targaryen first name king andals rhoynar first men lord seven kingdom protector realm “ seven kingdom ” style used though dorne submitted would century come
230,handful lord present aegon ’ first coronation mouth blackwater hundred hand witness second ten thousand cheered afterward street oldtown rode city balerion ’ back amongst aegon ’ second coronation maesters archmaesters citadel perhaps reason coronation rather aegonfort crowning day aegon ’ landing became fixed start aegon ’ reign
231,thus seven kingdom westeros hammered one great realm aegon conqueror sister
232,many thought king aegon would make oldtown royal seat war done whilst others thought would rule dragonstone ancient island citadel house targaryen king surprised proclaiming intent make court
234,new town already rising upon three hill mouth blackwater rush sister first set foot soil westeros king ’ landing new town would called aegon dragon would rule realm holding court great metal seat made melted twisted beaten broken blade fallen foe perilous seat would soon known world iron throne westeros
238,long reign king aegon targaryen 1 ac–37 ac large peaceful one…in later year especially
239,dragon ’ peace last two decade kingship later
240,called maesters citadel came dragon ’ war last cruel bloody conflict ever fought westeros
241,though war conquest said ended aegon crowned anointed high septon starry sept oldtown westeros yet submitted rule
242,bite lord three sister taken advantage chaos aegon ’ conquest declare free nation crown lady marla house sunderland queen arryn fleet largely destroyed conquest king commanded warden north torrhen stark winterfell end sistermen ’ rebellion northern army departed white harbor fleet hired braavosi galley command ser warrick manderly sight sail sudden appearance queen visenya vhagar sky sisterton took heart sistermen promptly deposed queen marla favor younger brother steffon sunderland renewed fealty eyrie bent knee queen visenya gave son
244,hostage good behavior one fostered manderlys arryns sister deposed queen exiled imprisoned five year tongue removed spent remainder life silent sister tending noble dead
245,side westeros iron island chaos house hoare ruled ironman long century extinguished single night aegon unleashed balerion ’ fire harrenhal though harren black son perished flame qhorin volmark harlaw whose grandmother younger sister harren ’ grandsire declared rightful heir “ black line ” assumed kingship
246,ironborn accepted claim however old wyk bone nagga sea dragon priest drowned god placed driftwood crown head one barefoot holy man lodos proclaimed living son drowned god said able work miracle claimant arose great wyk pyke orkmont year adherent battled one another land sea said water island choked corps krakens appeared hundred drawn blood
247,aegon targaryen put end fighting descended island 2 ac riding balerion came war fleet arbor highgarden lannisport even longships bear island dispatched torrhen stark ironman number diminished year fratricidal war put little resistance…indeed many hailed coming dragon king aegon slew qhorin volmark blackfyre allowed infant son inherit father ’ land castle old wyk priest king lodos purported son drowned god called upon krakens deep rise drag invader ’ ship failed happen lodos filled robe stone walked sea “ seek father ’ counsel ” thousand followed bloated crab eaten body washed shore old wyk year come
248,afterward issue arose rule iron island king suggested ironman made vassal tully riverrun lannisters casterly rock even urged given winterfell aegon listened claim
250,end decided would allow ironborn choose lord paramount one ’ surprise chose one vickon greyjoy lord reaper pyke lord vickon homage king aegon dragon departed fleet
251,greyjoy ’ writ extended iron island however renounced claim land house hoare seized upon mainland aegon granted ruined castle harrenhal domain ser quenton qoherys master arm dragonstone required accept lord edmyn tully riverrun liege lord new made lord quenton two strong son plump grandson assure succession first wife carried spotted fever three year earlier agreed take one lord tully ’ daughter bride
252,submission three sister iron island westeros south wall ruled aegon targaryen save dorne alone dorne dragon next turned attention aegon first attempted win dornishmen word dispatching delegation high lord maesters septons sunspear treat princess meria martell called yellow toad dorne persuade advantage joining realm negotiation continued best part year achieved nothing
253,start first dornish war generally fixed 4 ac rhaenys targaryen returned dorne time came fire blood threatened riding meraxes queen descended clear blue sky set planky town ablaze fire leaping boat boat whole mouth greenblood choked burning flotsam pillar smoke could seen far away sunspear denizen floating town took river refuge flame fewer hundred died attack drowning rather dragonfire first blood shed
254,elsewhere orys baratheon led one thousand picked knight boneway whilst aegon marched prince ’ pas head army thirty thousand strong led near two thousand mounted knight three hundred lord bannermen lord harlan tyrell warden south heard say enough power smash dornish army tried
256,stand even without aegon balerion
258,doubt right issue never proved dornishmen never offered battle instead withdrew king aegon ’ host burning crop field poisoning every well invader found dornish watchtower red
260,mountain slighted abandoned high pass aegon ’ vanguard found way barred wall sheep carcass shorn wool rotted eat king ’ army already running short food fodder time emerged prince ’ pas face dornish sand aegon divided force sending lord tyrell south uthor uller lord hellholt whilst turned eastward besiege lord fowler mountain fastness skyreach
261,second year autumn winter thought close hand season invader hoped heat desert would le water plentiful dornish sun proved unrelenting lord tyrell marched toward hellholt heat men drink every waterhole oasis army ’ path poisoned horse began die every day followed rider proud knight discarded banner shield armor lord tyrell lost quarter men almost horse dornish sand last reached hellholt found abandoned
262,orys baratheon ’ attack fared little better horse struggled stony slope narrow twisting pass many balked completely reached steepest section road dornish chiseled step mountain boulder rained hand ’ knight work defender stormlanders never saw boneway crossed river wyl dornish archer suddenly appeared column making way across bridge arrow rained thousand lord orys ordered men fall back massive rockfall cut retreat way forward way back stormlanders butchered like hog pen orys baratheon spared along dozen lord thought worth ransom found captive wyl wyl savage mountain lord called widow lover
263,king aegon success marching eastward foothill runoff height provided water game plentiful valley took castle skyreach storm yronwood brief siege lord tor recently died steward surrendered without fight farther east lord toland ghost hill sent forth champion challenge king single combat aegon accepted slew man discover afterward
265,toland ’ champion fool lord toland gone
266,meria martell princess dorne king aegon descended upon sunspear balerion find sister rhaenys burning planky town taken lemonwood spottswood stinkwater accepting obeisance old woman child nowhere finding actual enemy even shadow city outside wall sunspear half deserted none remained would admit knowledge whereabouts dornish lord princess “ yellow toad melted sand ” queen rhaenys told king aegon
267,aegon ’ answer declaration victory great hall sunspear gathered together dignitary remained told dorne part realm henceforth would leal subject former lord rebel outlaw reward offered head particularly yellow toad princess meria martell lord jon rosby named castellan sunspear warden sand rule dorne king ’ name steward castellans named land castle conqueror taken king aegon host departed back way come west along foothill prince ’ pas
268,hardly reached king ’ landing dorne erupted behind dornish spearmen appeared nowhere like desert flower rain skyreach yronwood tor ghost hill recaptured within fortnight royal garrison put sword aegon ’ castellans steward allowed die long torment said dornish lord wager could keep captive alive longest whilst dismembering lord rosby castellan sunspear warden sand kinder end dornishmen swarmed shadow city retake castle bound hand foot dragged top spear tower thrown window none aged princess meria
269,soon lord tyrell host remained king aegon left tyrell behind departed hellholt strong castle river brimstone thought well situated deal revolt river sulfurous fish taken made
271,highgardeners sick house qorgyle sandstone never submitted qorgyle spearmen cut tyrell ’ foraging party patrol whenever strayed far west vaiths vaith east word defenestration sunspear reached hellholt lord tyrell gathered remaining strength set across sand announced intention capture vaith march east along river retake sunspear shadow city punish lord rosby ’ murderer somewhere east hellholt amidst red sand tyrell entire army disappeared man ever seen
272,aegon targaryen man accept defeat war would drag another seven year though 6 ac fighting degenerated endless bloody series atrocity raid retaliation broken long period inactivity dozen short truce numerous murder assassination
273,7 ac orys baratheon lord taken captive boneway ransomed back king ’ landing weight gold return found widow lover lopped man ’ sword hand might never take sword dorne retaliation king aegon descended mountain fastness wyls balerion reduced half dozen keep watchtower heap molten stone wyls took refuge cave tunnel beneath mountain however widow lover lived another twenty year
274,8 ac dry year dornish raider crossed sea dorne ship provided pirate king stepstones attacking half dozen town village along south shore cape wrath setting fire spread half rainwood “ fire fire ” princess meria reported said
275,something targaryens would allow go unanswered later year visenya targaryen appeared sky dorne vhagar ’ fire loosed upon sunspear lemonwood ghost hill tor
276,9 ac visenya returned time aegon flying beside sandstone vaith hellholt burned
277,dornish answer came next year lord fowler led army prince ’ pas reach moving swiftly
